route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,peak_offpeak
1,246071024607203,246071024607203+1159633+1,Poughkeepsie,813,0,,12,1,1
1,246071024607203,246071024607203+1159635+1,Grand Central,814,1,,1,1,1
1,246071024607203,246071024607203+1159637+1,Grand Central,816,1,,1,1,1
1,246071024607203,246071024607203+1159639+0,Poughkeepsie,817,0,,12,1,0
1,246071024607203,246071024607203+1159641+1,Grand Central,818,1,,1,1,1
1,246071024607203,246071024607203+1159643+0,Poughkeepsie,821,0,,12,1,0
1,246071024607203,246071024607203+1159645+0,Poughkeepsie,825,0,,12,1,0
1,246071024607203,246071024607203+1159647+0,Poughkeepsie,829,0,,12,1,0
1,246071024607203,246071024607203+1159649+1,Grand Central,830,1,,1,1,1
1,246071024607203,246071024607203+1159651+1,Grand Central,832,1,,1,1,1
1,246071024607203,246071024607203+1159653+0,Poughkeepsie,833,0,,12,1,0
1,246071024607203,246071024607203+1159655+1,Grand Central,834,1,,1,1,1
1,246071024607203,246071024607203+1159657+1,Grand Central,836,1,,1,1,1
1,246071024607203,246071024607203+1159658+0,Poughkeepsie,837,0,,12,1,0
1,246071024607203,246071024607203+1159660+1,Grand Central,838,1,,1,1,1
1,246071024607203,246071024607203+1159662+0,Poughkeepsie,839,0,,12,1,0
1,246071024607203,246071024607203+1159664+1,Grand Central,840,1,,1,1,1
1,246071024607203,246071024607203+1159666+0,Poughkeepsie,841,0,,12,1,0
1,246071024607203,246071024607203+1159668+1,Grand Central,842,1,,1,1,1
1,246071024607203,246071024607203+1159670+1,Poughkeepsie,843,0,,12,1,1
1,246071024607203,246071024607203+1159672+0,Grand Central,844,1,,1,1,0
1,246071024607203,246071024607203+1159674+0,Grand Central,846,1,,1,1,0
1,246071024607203,246071024607203+1159676+1,Poughkeepsie,847,0,,12,1,1
1,246071024607203,246071024607203+1159678+1,Poughkeepsie,849,0,,12,1,1
1,246071024607203,246071024607203+1159680+0,Grand Central,850,1,,1,1,0
1,246071024607203,246071024607203+1159682+1,Beacon,851,0,,12,1,1
1,246071024607203,246071024607203+1159684+1,Poughkeepsie,853,0,,12,1,1
1,246071024607203,246071024607203+1159686+0,Grand Central,854,1,,1,1,0
1,246071024607203,246071024607203+1159688+1,Poughkeepsie,855,0,,12,1,1
1,246071024607203,246071024607203+1159690+1,Poughkeepsie,857,0,,12,1,1
1,246071024607203,246071024607203+1159692+0,Grand Central,858,1,,1,1,0
1,246071024607203,246071024607203+1159694+0,Grand Central,862,1,,1,1,0
1,246071024607203,246071024607203+1159696+1,Poughkeepsie,863,0,,12,1,1
1,246071024607203,246071024607203+1159697+1,Poughkeepsie,865,0,,12,1,1
1,246071024607203,246071024607203+1159699+0,Grand Central,866,1,,1,1,0
1,246071024607203,246071024607203+1159701+1,Poughkeepsie,869,0,,12,1,1
1,246071024607203,246071024607203+1159703+0,Grand Central,870,1,,1,1,0
1,246071024607203,246071024607203+1159840+0,Grand Central,874,1,,1,1,0
1,246071024607203,246071024607203+1159889+1,Poughkeepsie,875,0,,12,1,1
1,246071024607203,246071024607203+1159936+0,Grand Central,876,1,,1,1,0
1,246071024607203,246071024607203+1159985+1,Poughkeepsie,877,0,,12,1,1
1,246071024607203,246071024607203+1160000+0,Grand Central,878,1,,1,1,0
1,246071024607203,246071024607203+1160015+0,Grand Central,880,1,,1,1,0
1,246071024607203,246071024607203+1160037+0,Poughkeepsie,881,0,,12,1,0
1,246071024607203,246071024607203+1160058+0,Grand Central,882,1,,1,1,0
1,246071024607203,246071024607203+1160090+0,Poughkeepsie,883,0,,12,1,0
1,246071024607203,246071024607203+1160185+0,Grand Central,886,1,,1,1,0
1,246071024607203,246071024607203+1160216+0,Poughkeepsie,887,0,,12,1,0
1,246071024607203,246071024607203+1160242+0,Grand Central,890,1,,1,1,0
1,246071024607203,246071024607203+1160244+0,Poughkeepsie,891,0,,12,1,0
1,246071024607203,246071024607203+1160246+0,Grand Central,892,1,,1,1,0
1,246071024607203,246071024607203+1160248+0,Croton-Harmon,894,1,,1,1,0
1,246071024607203,246071024607203+1160250+0,Poughkeepsie,895,0,,12,1,0
1,246071024607203,246071024607203+1160252+0,Croton-Harmon,896,1,,1,1,0
1,246071024607203,246071024607203+1160257+0,Croton-Harmon,898,1,,1,1,0
2,246071024607203,246071024607203+1160259+0,Wassaic,901,0,,14,1,0
2,246071024607203,246071024607203+1160261+0,Wassaic,909,0,,14,1,0
2,246071024607203,246071024607203+1160263+1,Grand Central,916,1,,3,1,1
2,246071024607203,246071024607203+1160265+0,Wassaic,917,0,,14,1,0
2,246071024607203,246071024607203+1160267+1,Grand Central,920,1,,3,1,1
2,246071024607203,246071024607203+1160269+0,Wassaic,925,0,,14,1,0
2,246071024607203,246071024607203+1160309+0,Wassaic,933,0,,14,1,0
2,246071024607203,246071024607203+1160324+1,Southeast,934,1,,3,1,1
2,246071024607203,246071024607203+1160380+0,Southeast,940,1,,3,1,0
2,246071024607203,246071024607203+1160382+0,Wassaic,943,0,,14,1,0
2,246071024607203,246071024607203+1160384+0,Southeast,948,1,,3,1,0
2,246071024607203,246071024607203+1160439+1,Wassaic,953,0,,14,1,1
2,246071024607203,246071024607203+1160503+0,Southeast,956,1,,3,1,0
2,246071024607203,246071024607203+1160645+0,Southeast,964,1,,3,1,0
2,246071024607203,246071024607203+1160751+0,Wassaic,971,0,,14,1,0
2,246071024607203,246071024607203+1160753+0,Southeast,972,1,,3,1,0
2,246071024607203,246071024607203+1160755+0,Wassaic,979,0,,14,1,0
2,246071024607203,246071024607203+1160758+0,Wassaic,983,0,,14,1,0
2,246071024607203,246071024607203+1160760+0,Wassaic,987,0,,14,1,0
2,246071024607203,246071024607203+1160762+0,Southeast,988,1,,3,1,0
2,246071024607203,246071024607203+1160773+0,Southeast,992,1,,3,1,0
2,246071024607203,246071024607203+1160789+0,Dover Plains,995,0,,14,1,0
2,246071024607203,246071024607203+1160804+0,Southeast,998,1,,3,1,0
3,246071024607203,246071024607203+1161193+1,Grand Central,1233,1,,5,1,1
3,246071024607203,246071024607203+1161196+1,Grand Central,1333,1,,5,1,1
3,246071024607204,246071024607204+1157266+1,Grand Central,1213,1,,5,1,1
3,246071024607204,246071024607204+1157268+1,Grand Central,1221,1,,5,1,1
3,246071024607204,246071024607204+1157270+1,Grand Central,1225,1,,5,1,1
3,246071024607204,246071024607204+1157272+1,Grand Central,1229,1,,5,1,1
3,246071024607204,246071024607204+1157274+1,Grand Central,1231,1,,5,1,1
3,246071024607204,246071024607204+1157278+1,Grand Central,1237,1,,5,1,1
3,246071024607204,246071024607204+1157280+0,Grand Central,1239,1,,5,1,0
3,246071024607204,246071024607204+1157282+0,Grand Central,1241,1,,5,1,0
3,246071024607204,246071024607204+1157284+1,Harrison,1244,0,,16,1,1
3,246071024607204,246071024607204+1157286+1,Harrison,1248,0,,16,1,1
3,246071024607204,246071024607204+1157288+1,Harrison,1254,0,,16,1,1
3,246071024607204,246071024607204+1157290+1,New Rochelle,1256,0,,16,1,1
3,246071024607204,246071024607204+1157292+1,Harrison,1260,0,,16,1,1
3,246071024607204,246071024607204+1157294+1,Harrison,1264,0,,16,1,1
3,246071024607204,246071024607204+1157296+1,New Rochelle,1268,0,,16,1,1
3,246071024607204,246071024607204+1157298+1,Harrison,1270,0,,16,1,1
3,246071024607204,246071024607204+1157300+1,Harrison,1274,0,,16,1,1
3,246071024607204,246071024607204+1157302+0,Grand Central,1275,1,,5,1,0
3,246071024607204,246071024607204+1157304+0,Grand Central,1279,1,,5,1,0
3,246071024607204,246071024607204+1157306+0,Grand Central,1299,1,,5,1,0
3,246071024607204,246071024607204+1157312+0,Grand Central,1301,1,,5,1,0
3,246071024607204,246071024607204+1157318+1,Grand Central,1303,1,,5,1,1
3,246071024607204,246071024607204+1157324+1,Grand Central,1305,1,,5,1,1
3,246071024607204,246071024607204+1157326+0,Greenwich,1306,0,,16,1,0
3,246071024607204,246071024607204+1157328+1,Grand Central,1307,1,,5,1,1
3,246071024607204,246071024607204+1157330+1,Greenwich,1308,0,,16,1,1
3,246071024607204,246071024607204+1157332+1,Grand Central,1309,1,,5,1,1
3,246071024607204,246071024607204+1157334+1,Greenwich,1310,0,,16,1,1
3,246071024607204,246071024607204+1157336+1,Grand Central,1311,1,,5,1,1
3,246071024607204,246071024607204+1157338+1,Stamford,1312,0,,16,1,1
3,246071024607204,246071024607204+1157340+1,Stamford,1314,0,,16,1,1
3,246071024607204,246071024607204+1157342+1,Grand Central,1315,1,,5,1,1
3,246071024607204,246071024607204+1157344+0,Stamford,1316,0,,16,1,0
3,246071024607204,246071024607204+1157346+1,Grand Central,1317,1,,5,1,1
3,246071024607204,246071024607204+1157348+0,Stamford,1318,0,,16,1,0
3,246071024607204,246071024607204+1157350+0,Stamford,1320,0,,16,1,0
3,246071024607204,246071024607204+1157352+1,Grand Central,1321,1,,5,1,1
3,246071024607204,246071024607204+1157354+0,Stamford,1322,0,,16,1,0
3,246071024607204,246071024607204+1157356+0,Stamford,1324,0,,16,1,0
3,246071024607204,246071024607204+1157358+1,Grand Central,1325,1,,5,1,1
3,246071024607204,246071024607204+1157360+0,Stamford,1326,0,,16,1,0
3,246071024607204,246071024607204+1157362+1,Grand Central,1327,1,,5,1,1
3,246071024607204,246071024607204+1157364+0,Stamford,1328,0,,16,1,0
3,246071024607204,246071024607204+1157366+0,Stamford,1330,0,,16,1,0
3,246071024607204,246071024607204+1157368+1,Grand Central,1331,1,,5,1,1
3,246071024607204,246071024607204+1157370+0,Stamford,1332,0,,16,1,0
3,246071024607204,246071024607204+1157374+0,Stamford,1334,0,,16,1,0
3,246071024607204,246071024607204+1157376+1,Grand Central,1335,1,,5,1,1
3,246071024607204,246071024607204+1157378+0,Stamford,1336,0,,16,1,0
3,246071024607204,246071024607204+1157380+0,Stamford,1338,0,,16,1,0
3,246071024607204,246071024607204+1157382+0,Grand Central,1339,1,,5,1,0
3,246071024607204,246071024607204+1157384+0,Stamford,1340,0,,16,1,0
3,246071024607204,246071024607204+1157386+0,Grand Central,1341,1,,5,1,0
3,246071024607204,246071024607204+1157388+0,Stamford,1342,0,,16,1,0
3,246071024607204,246071024607204+1157390+1,Stamford,1346,0,,16,1,1
3,246071024607204,246071024607204+1157392+0,Grand Central,1347,1,,5,1,0
3,246071024607204,246071024607204+1157394+0,Grand Central,1349,1,,5,1,0
3,246071024607204,246071024607204+1157396+0,Grand Central,1351,1,,5,1,0
3,246071024607204,246071024607204+1157398+1,Stamford,1352,0,,16,1,1
3,246071024607204,246071024607204+1157400+0,Grand Central,1353,1,,5,1,0
3,246071024607204,246071024607204+1157402+0,Grand Central,1355,1,,5,1,0
3,246071024607204,246071024607204+1157404+0,Grand Central,1357,1,,5,1,0
3,246071024607204,246071024607204+1157406+1,Stamford,1358,0,,16,1,1
3,246071024607204,246071024607204+1157408+0,Grand Central,1359,1,,5,1,0
3,246071024607204,246071024607204+1157410+1,Stamford,1360,0,,16,1,1
3,246071024607204,246071024607204+1157412+0,Grand Central,1361,1,,5,1,0
3,246071024607204,246071024607204+1157414+1,Old Greenwich,1362,0,,16,1,1
3,246071024607204,246071024607204+1157416+0,Grand Central,1363,1,,5,1,0
3,246071024607204,246071024607204+1157418+0,Grand Central,1365,1,,5,1,0
3,246071024607204,246071024607204+1157420+0,Grand Central,1367,1,,5,1,0
3,246071024607204,246071024607204+1157422+1,Stamford,1368,0,,16,1,1
3,246071024607204,246071024607204+1157424+0,Grand Central,1369,1,,5,1,0
3,246071024607204,246071024607204+1157426+1,Stamford,1370,0,,16,1,1
3,246071024607204,246071024607204+1157428+0,Grand Central,1371,1,,5,1,0
3,246071024607204,246071024607204+1157430+0,Grand Central,1373,1,,5,1,0
3,246071024607204,246071024607204+1157432+1,Stamford,1374,0,,16,1,1
3,246071024607204,246071024607204+1157434+0,Grand Central,1375,1,,5,1,0
3,246071024607204,246071024607204+1157436+1,Stamford,1376,0,,16,1,1
3,246071024607204,246071024607204+1157438+0,Grand Central,1379,1,,5,1,0
3,246071024607204,246071024607204+1157440+0,Grand Central,1381,1,,5,1,0
3,246071024607204,246071024607204+1157444+0,Grand Central,1383,1,,5,1,0
3,246071024607204,246071024607204+1157446+0,Stamford,1384,0,,16,1,0
3,246071024607204,246071024607204+1157448+0,Grand Central,1385,1,,5,1,0
3,246071024607204,246071024607204+1157450+0,Stamford,1386,0,,16,1,0
3,246071024607204,246071024607204+1157452+0,Grand Central,1387,1,,5,1,0
3,246071024607204,246071024607204+1157454+0,Stamford,1388,0,,16,1,0
3,246071024607204,246071024607204+1157456+0,Grand Central,1389,1,,5,1,0
3,246071024607204,246071024607204+1157458+0,Stamford,1390,0,,16,1,0
3,246071024607204,246071024607204+1157460+0,Grand Central,1391,1,,5,1,0
3,246071024607204,246071024607204+1157462+0,Stamford,1392,0,,16,1,0
3,246071024607204,246071024607204+1157464+0,Grand Central,1393,1,,5,1,0
3,246071024607204,246071024607204+1157466+0,Stamford,1394,0,,16,1,0
3,246071024607204,246071024607204+1157468+0,Grand Central,1395,1,,5,1,0
3,246071024607204,246071024607204+1157470+0,Grand Central,1397,1,,5,1,0
3,246071024607204,246071024607204+1157472+0,Stamford,1398,0,,16,1,0
3,246071024607204,246071024607204+1157479+0,New Haven,1402,0,,16,1,0
3,246071024607204,246071024607204+1157481+0,Stamford,1404,0,,16,1,0
3,246071024607204,246071024607204+1157483+1,Stamford,1406,0,,16,1,1
3,246071024607204,246071024607204+1157485+1,Grand Central,1407,1,,5,1,1
3,246071024607204,246071024607204+1157487+1,Stamford,1408,0,,16,1,1
3,246071024607204,246071024607204+1157489+1,Grand Central,1409,1,,5,1,1
3,246071024607204,246071024607204+1157491+1,Stamford,1410,0,,16,1,1
3,246071024607204,246071024607204+1157493+0,New Haven,1416,0,,16,1,0
3,246071024607204,246071024607204+1157495+1,Grand Central,1417,1,,5,1,1
3,246071024607204,246071024607204+1157496+1,Grand Central,1419,1,,5,1,1
3,246071024607204,246071024607204+1157497+1,Grand Central,1427,1,,5,1,1
3,246071024607204,246071024607204+1157498+1,Grand Central,1429,1,,5,1,1
3,246071024607204,246071024607204+1157500+1,Grand Central,1431,1,,5,1,1
3,246071024607204,246071024607204+1157502+1,Grand Central,1433,1,,5,1,1
3,246071024607204,246071024607204+1157504+1,Grand Central,1437,1,,5,1,1
3,246071024607204,246071024607204+1157505+1,South Norwalk,1442,0,,16,1,1
3,246071024607204,246071024607204+1157507+0,Grand Central,1445,1,,5,1,0
3,246071024607204,246071024607204+1157509+1,Bridgeport,1456,0,,16,1,1
3,246071024607204,246071024607204+1157511+1,South Norwalk,1458,0,,16,1,1
3,246071024607204,246071024607204+1157513+1,Bridgeport,1470,0,,16,1,1
3,246071024607204,246071024607204+1157514+0,Grand Central,1471,1,,5,1,0
3,246071024607204,246071024607204+1157516+0,Grand Central,1473,1,,5,1,0
3,246071024607204,246071024607204+1157518+0,Grand Central,1497,1,,5,1,0
3,246071024607204,246071024607204+1157520+0,New Haven,1500,0,,16,1,0
3,246071024607204,246071024607204+1157527+0,Grand Central,1503,1,,5,1,0
3,246071024607204,246071024607204+1157529+0,New Haven-State St,1504,0,,16,1,0
3,246071024607204,246071024607204+1157531+1,New Haven-State St,1506,0,,16,1,1
3,246071024607204,246071024607204+1157533+1,Grand Central,1507,1,,5,1,1
3,246071024607204,246071024607204+1157535+1,New Haven,1508,0,,16,1,1
3,246071024607204,246071024607204+1157537+1,Grand Central,1509,1,,5,1,1
3,246071024607204,246071024607204+1157539+1,New Haven-State St,1510,0,,16,1,1
3,246071024607204,246071024607204+1157541+1,Grand Central,1511,1,,5,1,1
3,246071024607204,246071024607204+1157543+1,New Haven,1512,0,,16,1,1
3,246071024607204,246071024607204+1157545+1,Grand Central,1513,1,,5,1,1
3,246071024607204,246071024607204+1157547+1,New Haven-State St,1514,0,,16,1,1
3,246071024607204,246071024607204+1157549+0,New Haven,1516,0,,16,1,0
3,246071024607204,246071024607204+1157551+1,Grand Central,1517,1,,5,1,1
3,246071024607204,246071024607204+1157553+0,New Haven-State St,1518,0,,16,1,0
3,246071024607204,246071024607204+1157555+0,New Haven,1520,0,,16,1,0
3,246071024607204,246071024607204+1157557+0,New Haven,1522,0,,16,1,0
3,246071024607204,246071024607204+1157559+0,New Haven,1524,0,,16,1,0
3,246071024607204,246071024607204+1157561+1,Grand Central,1525,1,,5,1,1
3,246071024607204,246071024607204+1157563+0,New Haven,1526,0,,16,1,0
3,246071024607204,246071024607204+1157565+0,New Haven,1528,0,,16,1,0
3,246071024607204,246071024607204+1157567+1,Grand Central,1529,1,,5,1,1
3,246071024607204,246071024607204+1157569+0,New Haven,1530,0,,16,1,0
3,246071024607204,246071024607204+1157571+1,Grand Central,1531,1,,5,1,1
3,246071024607204,246071024607204+1157573+0,New Haven,1532,0,,16,1,0
3,246071024607204,246071024607204+1157575+1,Grand Central,1533,1,,5,1,1
3,246071024607204,246071024607204+1157577+0,New Haven,1534,0,,16,1,0
3,246071024607204,246071024607204+1157579+1,Grand Central,1535,1,,5,1,1
3,246071024607204,246071024607204+1157581+0,New Haven,1536,0,,16,1,0
3,246071024607204,246071024607204+1157583+1,Grand Central,1537,1,,5,1,1
3,246071024607204,246071024607204+1157584+0,New Haven,1538,0,,16,1,0
3,246071024607204,246071024607204+1157586+1,Grand Central,1539,1,,5,1,1
3,246071024607204,246071024607204+1157587+0,New Haven,1540,0,,16,1,0
3,246071024607204,246071024607204+1157589+0,Grand Central,1541,1,,5,1,0
3,246071024607204,246071024607204+1157591+1,New Haven,1542,0,,16,1,1
3,246071024607204,246071024607204+1157593+1,New Haven,1544,0,,16,1,1
3,246071024607204,246071024607204+1157595+0,Grand Central,1545,1,,5,1,0
3,246071024607204,246071024607204+1157597+1,New Haven,1546,0,,16,1,1
3,246071024607204,246071024607204+1157599+1,New Haven,1548,0,,16,1,1
3,246071024607204,246071024607204+1157601+0,Grand Central,1549,1,,5,1,0
3,246071024607204,246071024607204+1157603+0,Grand Central,1551,1,,5,1,0
3,246071024607204,246071024607204+1157605+1,New Haven,1552,0,,16,1,1
3,246071024607204,246071024607204+1157607+0,Grand Central,1553,1,,5,1,0
3,246071024607204,246071024607204+1157609+1,New Haven,1554,0,,16,1,1
3,246071024607204,246071024607204+1157611+0,Grand Central,1555,1,,5,1,0
3,246071024607204,246071024607204+1157613+1,New Haven,1556,0,,16,1,1
3,246071024607204,246071024607204+1157615+0,Grand Central,1557,1,,5,1,0
3,246071024607204,246071024607204+1157617+0,Grand Central,1559,1,,5,1,0
3,246071024607204,246071024607204+1157619+1,New Haven,1560,0,,16,1,1
3,246071024607204,246071024607204+1157620+0,Grand Central,1561,1,,5,1,0
3,246071024607204,246071024607204+1157622+1,New Haven,1562,0,,16,1,1
3,246071024607204,246071024607204+1157624+0,Grand Central,1563,1,,5,1,0
3,246071024607204,246071024607204+1157626+0,Grand Central,1565,1,,5,1,0
3,246071024607204,246071024607204+1157628+0,Grand Central,1567,1,,5,1,0
3,246071024607204,246071024607204+1157630+1,New Haven,1568,0,,16,1,1
3,246071024607204,246071024607204+1157631+0,Grand Central,1569,1,,5,1,0
3,246071024607204,246071024607204+1157633+1,New Haven,1570,0,,16,1,1
3,246071024607204,246071024607204+1157635+0,Grand Central,1571,1,,5,1,0
3,246071024607204,246071024607204+1157637+1,New Haven,1572,0,,16,1,1
3,246071024607204,246071024607204+1157638+0,Grand Central,1573,1,,5,1,0
3,246071024607204,246071024607204+1157640+1,New Haven,1574,0,,16,1,1
3,246071024607204,246071024607204+1157642+0,Grand Central,1575,1,,5,1,0
3,246071024607204,246071024607204+1157644+1,New Haven,1576,0,,16,1,1
3,246071024607204,246071024607204+1157646+0,Grand Central,1577,1,,5,1,0
3,246071024607204,246071024607204+1157648+1,New Haven,1578,0,,16,1,1
3,246071024607204,246071024607204+1157650+0,Grand Central,1579,1,,5,1,0
3,246071024607204,246071024607204+1157652+0,Grand Central,1581,1,,5,1,0
3,246071024607204,246071024607204+1157654+0,New Haven,1582,0,,16,1,0
3,246071024607204,246071024607204+1157656+0,Grand Central,1583,1,,5,1,0
3,246071024607204,246071024607204+1157658+0,New Haven,1584,0,,16,1,0
3,246071024607204,246071024607204+1157660+0,New Haven,1586,0,,16,1,0
3,246071024607204,246071024607204+1157662+0,Grand Central,1587,1,,5,1,0
3,246071024607204,246071024607204+1157664+0,New Haven,1588,0,,16,1,0
3,246071024607204,246071024607204+1157666+0,New Haven,1590,0,,16,1,0
3,246071024607204,246071024607204+1157668+0,Grand Central,1591,1,,5,1,0
3,246071024607204,246071024607204+1157670+0,New Haven,1592,0,,16,1,0
3,246071024607204,246071024607204+1157672+0,New Haven,1594,0,,16,1,0
3,246071024607204,246071024607204+1157674+0,Grand Central,1595,1,,5,1,0
3,246071024607204,246071024607204+1157676+0,Grand Central,1597,1,,5,1,0
3,246071024607204,246071024607204+1157682+0,Grand Central,1599,1,,5,1,0
4,246071024607204,246071024607204+1157686+1,Grand Central,1707,1,,8,1,1
4,246071024607204,246071024607204+1157688+1,New Canaan,1710,0,,19,1,1
4,246071024607204,246071024607204+1157690+1,Grand Central,1711,1,,8,1,1
4,246071024607204,246071024607204+1157692+1,New Canaan,1712,0,,19,1,1
4,246071024607204,246071024607204+1157694+0,New Canaan,1716,0,,19,1,0
4,246071024607204,246071024607204+1157696+0,New Canaan,1718,0,,19,1,0
4,246071024607204,246071024607204+1157698+1,Grand Central,1723,1,,8,1,1
4,246071024607204,246071024607204+1157700+0,New Canaan,1726,0,,19,1,0
4,246071024607204,246071024607204+1157702+0,New Canaan,1730,0,,19,1,0
4,246071024607204,246071024607204+1157704+1,Grand Central,1731,1,,8,1,1
4,246071024607204,246071024607204+1157706+0,New Canaan,1734,0,,19,1,0
4,246071024607204,246071024607204+1157708+1,Grand Central,1735,1,,8,1,1
4,246071024607204,246071024607204+1157710+0,New Canaan,1738,0,,19,1,0
4,246071024607204,246071024607204+1157712+0,New Canaan,1740,0,,19,1,0
4,246071024607204,246071024607204+1157715+0,Stamford,1745,1,,8,1,0
4,246071024607204,246071024607204+1157717+1,New Canaan,1750,0,,19,1,1
4,246071024607204,246071024607204+1157719+0,Stamford,1751,1,,8,1,0
4,246071024607204,246071024607204+1157721+1,New Canaan,1752,0,,19,1,1
4,246071024607204,246071024607204+1157723+0,Stamford,1755,1,,8,1,0
4,246071024607204,246071024607204+1157725+1,New Canaan,1758,0,,19,1,1
4,246071024607204,246071024607204+1157727+0,Stamford,1763,1,,8,1,0
4,246071024607204,246071024607204+1157729+0,Stamford,1767,1,,8,1,0
4,246071024607204,246071024607204+1157731+1,New Canaan,1770,0,,19,1,1
4,246071024607204,246071024607204+1157733+0,Stamford,1771,1,,8,1,0
4,246071024607204,246071024607204+1157735+1,New Canaan,1774,0,,19,1,1
4,246071024607204,246071024607204+1157737+0,Grand Central,1775,1,,8,1,0
4,246071024607204,246071024607204+1157739+0,Grand Central,1777,1,,8,1,0
4,246071024607204,246071024607204+1157741+1,New Canaan,1778,0,,19,1,1
4,246071024607204,246071024607204+1157745+0,Stamford,1787,1,,8,1,0
4,246071024607204,246071024607204+1157749+0,New Canaan,1794,0,,19,1,0
4,246071024607204,246071024607204+1157754+0,New Canaan,1798,0,,19,1,0
5,246071024607204,246071024607204+1157758+0,Danbury,1806,0,,21,1,0
5,246071024607204,246071024607204+1157760+1,Grand Central,1811,1,,10,1,1
5,246071024607204,246071024607204+1157762+0,Danbury,1812,0,,21,1,0
5,246071024607204,246071024607204+1157765+1,Grand Central,1819,1,,10,1,1
5,246071024607204,246071024607204+1157767+0,Danbury,1822,0,,21,1,0
5,246071024607204,246071024607204+1157769+0,Danbury,1830,0,,21,1,0
5,246071024607204,246071024607204+1157771+1,Grand Central,1831,1,,10,1,1
5,246071024607204,246071024607204+1157773+1,South Norwalk,1837,1,,10,1,1
5,246071024607204,246071024607204+1157775+0,Danbury,1838,0,,21,1,0
5,246071024607204,246071024607204+1157777+1,Grand Central,1841,1,,10,1,1
5,246071024607204,246071024607204+1157779+0,Danbury,1844,0,,21,1,0
5,246071024607204,246071024607204+1157781+1,Danbury,1848,0,,21,1,1
5,246071024607204,246071024607204+1157783+0,Stamford,1849,1,,10,1,0
5,246071024607204,246071024607204+1157785+0,South Norwalk,1855,1,,10,1,0
5,246071024607204,246071024607204+1157787+1,Danbury,1860,0,,21,1,1
5,246071024607204,246071024607204+1157790+0,South Norwalk,1867,1,,10,1,0
5,246071024607204,246071024607204+1157792+1,Danbury,1868,0,,21,1,1
5,246071024607204,246071024607204+1157794+0,Danbury,1874,0,,21,1,0
5,246071024607204,246071024607204+1157796+0,South Norwalk,1875,1,,10,1,0
5,246071024607204,246071024607204+1157798+0,South Norwalk,1881,1,,10,1,0
5,246071024607204,246071024607204+1157800+0,Danbury,1882,0,,21,1,0
5,246071024607204,246071024607204+1157802+0,Stamford,1889,1,,10,1,0
5,246071024607204,246071024607204+1157804+0,Danbury,1894,0,,21,1,0
5,246071024607204,246071024607204+1157806+0,South Norwalk,1897,1,,10,1,0
6,246071024607204,246071024607204+1157808+0,Waterbury,1902,0,,22,1,0
6,246071024607204,246071024607204+1157810+0,Waterbury,1908,0,,22,1,0
6,246071024607204,246071024607204+1157812+1,Bridgeport,1911,1,,11,1,1
6,246071024607204,246071024607204+1157814+0,Waterbury,1916,0,,22,1,0
6,246071024607204,246071024607204+1157816+0,Waterbury,1922,0,,22,1,0
6,246071024607204,246071024607204+1157818+1,Bridgeport,1925,1,,11,1,1
6,246071024607204,246071024607204+1157820+0,Waterbury,1928,0,,22,1,0
6,246071024607204,246071024607204+1157822+1,Bridgeport,1935,1,,11,1,1
6,246071024607204,246071024607204+1157824+0,Waterbury,1936,0,,22,1,0
6,246071024607204,246071024607204+1157826+0,Waterbury,1942,0,,22,1,0
6,246071024607204,246071024607204+1157828+0,Bridgeport,1949,1,,11,1,0
6,246071024607204,246071024607204+1157830+0,Waterbury,1956,0,,22,1,0
6,246071024607204,246071024607204+1157832+0,Bridgeport,1957,1,,11,1,0
6,246071024607204,246071024607204+1157834+0,Bridgeport,1965,1,,11,1,0
6,246071024607204,246071024607204+1157836+0,Bridgeport,1973,1,,11,1,0
6,246071024607204,246071024607204+1157838+0,Waterbury,1974,0,,22,1,0
6,246071024607204,246071024607204+1157840+0,Bridgeport,1979,1,,11,1,0
6,246071024607204,246071024607204+1157842+0,Bridgeport,1985,1,,11,1,0
6,246071024607204,246071024607204+1157844+0,Waterbury,1990,0,,22,1,0
6,246071024607204,246071024607204+1157846+0,Bridgeport,1991,1,,11,1,0
6,246071024607204,246071024607204+1157848+0,Bridgeport,1995,1,,11,1,0
6,246071024607204,246071024607204+1157850+0,Bridgeport,1997,1,,11,1,0
2,246071024607204,246071024607204+1158121+1,Grand Central,304,1,,3,1,1
2,246071024607204,246071024607204+1158123+1,Grand Central,306,1,,3,1,1
2,246071024607204,246071024607204+1158125+1,North White Plains,307,0,,14,1,1
2,246071024607204,246071024607204+1158127+1,Grand Central,308,1,,3,1,1
2,246071024607204,246071024607204+1158129+1,North White Plains,309,0,,14,1,1
2,246071024607204,246071024607204+1158131+1,Grand Central,310,1,,3,1,1
2,246071024607204,246071024607204+1158133+1,Grand Central,312,1,,3,1,1
2,246071024607204,246071024607204+1158135+1,Grand Central,314,1,,3,1,1
2,246071024607204,246071024607204+1158137+1,Grand Central,316,1,,3,1,1
2,246071024607204,246071024607204+1158139+1,Grand Central,324,1,,3,1,1
2,246071024607204,246071024607204+1158141+1,Grand Central,326,1,,3,1,1
2,246071024607204,246071024607204+1158143+1,Grand Central,328,1,,3,1,1
2,246071024607204,246071024607204+1158145+1,Grand Central,330,1,,3,1,1
2,246071024607204,246071024607204+1158147+1,Grand Central,332,1,,3,1,1
